Year,Name,YearName,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Pick,Round
2002,Leonard Henry,2002Leonard Henry,East Carolina (NC),RB,72.9,206,8.75,31.5,,4.61,26,35,105,4.29,7.11,12.22,241,7
2002,Artis Hicks,2002Artis Hicks,Memphis,OG,77,303,,,,5.08,22,29.5,104,4.64,7.85,,#N/A,#N/A
2002,Maurice Hicks,2002Maurice Hicks,North Carolina A&T,RB,70,200,8.5,31.5,,4.64,19,,,,,,#N/A,#N/A
2002,Charles Hill,2002Charles Hill,Maryland,DT,74,293,10.25,31.75,,5.08,23,33.5,111,4.36,7.37,,83,3
2002,Kahlil Hill,2002Kahlil Hill,Iowa,WR,74,200,8.75,31,,4.67,,35,,,,,184,6
2002,Matt Hill,2002Matt Hill,Boise State,OT,78.1,300,10.25,33.25,,5.35,20,28.5,98,4.54,7.58,,171,5
2002,Chris Hope,2002Chris Hope,Florida State,FS,71.6,210,8.25,30.5,,4.56,28,,112,,,,94,3
2002,Abdual Howard,2002Abdual Howard,Florida State,SS,72,209,10.25,30.75,,4.63,,,117,,,,#N/A,#N/A
2002,Dameon Hunter,2002Dameon Hunter,Utah,RB,70.6,219,9.5,31.25,,4.66,,30.5,106,,,,#N/A,#N/A
2002,Javin Hunter,2002Javin Hunter,Notre Dame,WR,71.1,186,8,31,,4.47,,41,126,4.04,6.84,10.95,206,6
2002,Grant Irons,2002Grant Irons,Notre Dame,DE,77.6,267,9.75,35.5,,5.03,19,40.5,117,4.38,7.27,,#N/A,#N/A
2002,Ron Isreal,2002Ron Isreal,Notre Dame,SS,73,213,,,,4.6,20,,121,,,,#N/A,#N/A
2002,Bobby Jackson,2002Bobby Jackson,Illinois,SS,72.4,216,8.75,32.5,,4.74,,34.5,120,4.16,7.01,11.5,#N/A,#N/A
2002,Quentin Jammer,2002Quentin Jammer,Texas,CB,71.9,204,9.5,32,,4.49,18,36,124,,,,5,1
2002,Joseph Jefferson,2002Joseph Jefferson,Western Kentucky,CB,71.5,205,8.25,31,,4.37,8,39.5,117,4.01,6.84,10.86,#N/A,#N/A
2002,Dennis Johnson,2002Dennis Johnson,Kentucky,DE,76.6,258,9.25,34,,4.84,17,35.5,113,4.36,7.21,,98,3
2002,Emmett Johnson,2002Emmett Johnson,Virginia Tech,WR,73.9,205,9.5,34.13,,4.45,,39,120,4.1,7.15,11.31,#N/A,#N/A
2002,Kyle Johnson,2002Kyle Johnson,Syracuse,FB,72.6,242,8.75,33.5,,4.68,22,34,112,4.35,7.4,11.58,145,5
2002,Ron Johnson,2002Ron Johnson,Minnesota,WR,74.5,225,8.75,32,,4.7,,34.5,116,4.02,7.12,11.24,123,4
2002,Doug Jolley,2002Doug Jolley,Brigham Young,TE,76.3,251,9.25,32,,4.67,18,38,114,4.18,6.9,11.42,55,2
2002,Jermese Jones,2002Jermese Jones,Virginia,OT,77.4,337,10.25,34.25,,5.28,22,,,,,,#N/A,#N/A
2002,Levi Jones,2002Levi Jones,Arizona State,OT,77.5,304,9.25,34.75,,5.23,,,102,,,,10,1
2002,Terry Jones,2002Terry Jones,Alabama,TE,74.9,265,9.5,33.5,,4.88,20,33.5,110,4.43,7.43,12.28,155,5
2002,Eric Joyce,2002Eric Joyce,Tennessee State,CB,69.1,192,8.5,30.25,,4.55,11,40.5,114,3.97,6.81,11.1,#N/A,#N/A
2002,Brett Keisel,2002Brett Keisel,Brigham Young,DE,77,279,9.75,33.5,,4.93,26,33.5,106,4.51,7.28,,242,7
2002,Stephon Kelly,2002Stephon Kelly,Winston-Salem State (NC),SS,74.6,212,9.75,32.75,,4.67,15,32.5,117,4.1,7.26,11.78,#N/A,#N/A
2002,Antwan Kirk-Hughes,2002Antwan Kirk-Hughes,Texas,OG,75,315,9.75,32,,5.43,,27,92,4.91,8.28,,#N/A,#N/A
2002,Kurt Kittner,2002Kurt Kittner,Illinois,QB,74.3,211,9,31,31,4.86,,27,97,4.5,7.34,,158,5
2002,Kyle Kosier,2002Kyle Kosier,Arizona State,OT,76.8,293,9.5,31.5,,5.09,24,29.5,107,4.49,7.34,,248,7
2002,Antwan Lake,2002Antwan Lake,West Virginia,DE,76.1,286,8.5,34.5,,5.08,27,,,,,,#N/A,#N/A
2002,Broderick Lancaster,2002Broderick Lancaster,Colorado State,OG,75.6,310,9,34,,5.28,14,,,,,,#N/A,#N/A
2002,Ben Leber,2002Ben Leber,Kansas State,OLB,75,244,,,,4.62,20,32.5,114,4.25,6.75,,71,3
2002,D.D. Lewis,2002D.D. Lewis,Texas,ILB,73,235,,,,4.7,24,33.5,114,,,,#N/A,#N/A
2002,Michael Lewis,2002Michael Lewis,Colorado,SS,73.1,211,9,33.13,,4.56,16,36.5,121,4.14,6.96,,58,2
2002,Aaron Lockett,2002Aaron Lockett,Kansas State,WR,67.4,155,7.13,29,,4.34,,35,112,4.11,6.84,,254,7
2002,Omare Lowe,2002Omare Lowe,Washington,CB,72.9,196,8,31.75,,4.54,12,35.5,115,3.97,6.65,11.02,161,5
2002,Chris Luzar,2002Chris Luzar,Virginia,TE,79.1,270,9.75,33.5,,4.77,22,32.5,113,4.17,6.84,11.74,118,4
2002,Wesly Mallard,2002Wesly Mallard,Oregon,SS,73.6,221,9.5,31,,4.52,22,41,118,4.07,6.81,11.58,188,6
2002,Marquand Manuel,2002Marquand Manuel,Florida,SS,72,209,10,30.75,,4.52,18,,,,,,181,6
2002,Jamar Martin,2002Jamar Martin,Ohio State,FB,71,245,,,,4.89,23,32,108,4.34,7.53,,129,4
2002,Lee Mays,2002Lee Mays,Texas-El Paso,WR,73,190,,,,4.55,,32.5,119,4.17,7.06,,202,6
2002,Jason McAddley,2002Jason McAddley,Alabama,WR,73.5,203,8.5,31.13,,4.5,,36.5,120,4.09,6.83,,149,5
2002,Tango McCauley,2002Tango McCauley,Alabama State,OG,75.4,304,10.25,32.75,,5.28,29,31,97,4.78,7.9,,#N/A,#N/A
2002,Eric McCoo,2002Eric McCoo,Penn State,RB,70,214,8.25,31.5,,4.55,14,32.5,111,,,,#N/A,#N/A
2002,Josh McCown,2002Josh McCown,Sam Houston State (TX),QB,75.9,221,9,30.5,30,4.64,,38.5,118,3.9,6.85,,81,3
2002,Ivory McCoy,2002Ivory McCoy,Michigan State,TE,76,240,,,,4.59,25,35,113,4.24,7.3,,#N/A,#N/A
2002,Curt McGill,2002Curt McGill,Georgia,C,75.4,290,9.5,30,,5.08,30,,,,,,#N/A,#N/A
2002,Jon McGraw,2002Jon McGraw,Kansas State,SS,75.1,208,9,31.5,,4.48,13,39.5,123,3.92,6.51,10.87,57,2
2002,Seth McKinney,2002Seth McKinney,Texas A&M,C,75.4,300,9.75,32,,4.99,23,33.5,104,4.51,7.36,,90,3
2002,Randy McMichael,2002Randy McMichael,Georgia,TE,75,247,9.25,32.75,,4.84,18,29.5,111,4.28,7.56,12.5,114,4
2002,Terrence Metcalf,2002Terrence Metcalf,Mississippi,OT,75.5,318,9.75,33.13,,5.31,28,,,,,,93,3
2002,Ben Miller,2002Ben Miller,Air Force,C,74.5,263,10,31.5,,4.93,18,37.5,113,4.46,7.28,,#N/A,#N/A
2002,Dicenzo Miller,2002Dicenzo Miller,Mississippi State,RB,70.1,215,8.75,30.5,,4.98,8,31,105,4.39,7.25,11.77,#N/A,#N/A
2002,Freddie Milons,2002Freddie Milons,Alabama,WR,70.1,190,8.75,31.5,,4.52,,33.5,112,,6.84,,162,5
2002,Dave Minnich,2002Dave Minnich,Washington State,RB,71,218,8.75,30.25,,4.72,12,33.5,114,,,,#N/A,#N/A
2002,Mel Mitchell,2002Mel Mitchell,Western Kentucky,FS,73.1,220,8.75,32.5,,4.59,15,35,126,4.15,7,11.5,150,5
2002,Quasim Mitchell,2002Quasim Mitchell,North Carolina A&T,OG,78,335,,,,5.29,22,26,,4.94,8.07,,#N/A,#N/A
2002,Shannon Money,2002Shannon Money,Arkansas,OG,75.4,295,9.5,33.5,,5.29,25,33.5,105,,,,#N/A,#N/A
2002,Quincy Monk,2002Quincy Monk,North Carolina,ILB,75.4,250,9,32.25,,4.8,26,33.5,112,4.38,7.46,12.14,245,7
2002,Derrius Monroe,2002Derrius Monroe,Virginia Tech,DE,75.8,269,9.13,31.13,,4.59,25,31.5,99,4.51,7.38,,224,7
2002,Brandon Moore,2002Brandon Moore,Illinois,DT,75,293,,,,5.26,32,25.5,96,4.64,7.84,,#N/A,#N/A
2002,Brandon Moore,2002Brandon Moore,Oklahoma,OLB,73.1,239,9.25,31.5,,4.61,23,36.5,111,,,,#N/A,#N/A
2002,Maurice Morris,2002Maurice Morris,Oregon,RB,71.4,208,8.75,30.25,,4.51,23,36.5,117,,,,54,2
2002,Marquise Muldrow,2002Marquise Muldrow,Arizona State,OG,74.1,316,9.75,33.5,,5.33,29,25.5,97,4.8,8.12,,#N/A,#N/A
2002,Larry Ned,2002Larry Ned,San Diego State,RB,70.8,219,9,30.75,,4.62,15,34.5,119,,7.12,,197,6
2002,David Neill,2002David Neill,Nevada,QB,75,206,,,25,4.95,,30,108,4.44,7.28,,#N/A,#N/A
2002,Kendall Newson,2002Kendall Newson,Middle Tennessee State,WR,73.6,200,9,33.25,,4.72,,33.5,113,4.27,6.87,11.45,222,7
2002,Josh Norman,2002Josh Norman,Oklahoma,TE,74,236,9.25,32.75,,4.65,18,32,115,4.23,7.09,,#N/A,#N/A
2002,J.T. O'Sullivan,2002J.T. O'Sullivan,UC-Davis,QB,74.1,223,9.5,31,35,4.93,,29,105,4.28,7.46,,186,6
2002,Willie Offord,2002Willie Offord,South Carolina,SS,73.6,215,9.5,31.25,,4.61,22,35,116,,,,70,3
2002,Tony Okanlawon,2002Tony Okanlawon,Maryland,CB,71,185,,,,4.67,16,38,118,4.39,7.37,,#N/A,#N/A
2002,Will Overstreet,2002Will Overstreet,Tennessee,DE,74.9,259,9.25,33,,4.62,21,32.5,114,4.31,7.37,,80,3
2002,John Owens,2002John Owens,Notre Dame,TE,75,265,9.5,32,,4.77,21,38.5,115,,,,138,5
2002,Melvin Paige,2002Melvin Paige,South Carolina,OG,77,314,9.5,33.25,,5.35,30,23.5,,,,,#N/A,#N/A
2002,Anton Palepoi,2002Anton Palepoi,Nevada Las Vegas,DE,75.3,279,8,33,,4.82,24,33.5,113,4.27,7.46,,60,2
2002,Justin Peelle,2002Justin Peelle,Oregon,TE,76.4,255,10,32.75,,4.78,21,29,109,4.29,7.34,11.91,103,4
2002,Scott Peters,2002Scott Peters,Arizona State,C,75.3,300,10.25,33,,5.14,36,33.5,95,4.69,7.68,,124,4
2002,Adrian Peterson,2002Adrian Peterson,Georgia Southern,RB,70,214,9.75,31.75,,4.69,14,34,117,4.6,7.59,12.08,199,6
2002,Jermaine Petty,2002Jermaine Petty,Arkansas,ILB,74.9,261,9,32.5,,4.79,20,33.5,114,4.34,,,#N/A,#N/A
2002,Jermaine Phillips,2002Jermaine Phillips,Georgia,FS,73.1,214,8.75,32.25,,4.65,18,31.5,113,,,,157,5
2002,Dwayne Pierce,2002Dwayne Pierce,Louisiana State,OG,74,319,9.5,33,,5.51,,26,91,5.23,8.12,,#N/A,#N/A
2002,Chester Pitts,2002Chester Pitts,San Diego State,OT,75.6,320,9.25,35.5,,5.22,,30,104,4.81,7.84,,50,2
2002,Brian Poli-Dixon,2002Brian Poli-Dixon,UCLA,WR,77,210,9,34,,4.5,,,,,,,#N/A,#N/A
2002,Monsanto Pope,2002Monsanto Pope,Virginia,DT,75.5,295,9.5,32.5,,5.26,,,,,,,231,7
2002,Mike Pucillo,2002Mike Pucillo,Auburn,OG,75.9,317,10.25,32.75,,5.31,26,28,,,,,215,7
2002,Zach Quaccia,2002Zach Quaccia,Stanford,C,75.9,309,9.5,31.5,,5.37,23,26.5,91,4.6,7.9,,#N/A,#N/A
2002,Patrick Ramsey,2002Patrick Ramsey,Tulane (LA),QB,74.5,219,10,31.13,32,5.24,,33.5,111,4.09,7.12,,32,1
2002,Antwaan Randle El,2002Antwaan Randle El,Indiana,WR,69.6,191,9.5,30.5,,4.54,,,,,,,62,2
2002,Tellis Redmon,2002Tellis Redmon,Minnesota,RB,71,210,,,,4.61,20,32,113,4.14,7.08,,#N/A,#N/A
2002,Kris Richard,2002Kris Richard,Southern California,CB,71,186,9.25,29.13,,4.46,10,39.5,117,4.15,,,85,3
2002,Nick Rogers,2002Nick Rogers,Georgia Tech,OLB,74,251,9,33.25,,4.65,22,36,115,4.19,7.02,11.71,177,6
2002,Victor Rogers,2002Victor Rogers,Colorado,OG,78.1,331,9.75,35.13,,5.58,20,25,92,5.16,9,,259,7
2002,Frank Romero,2002Frank Romero,Oklahoma,OG,76,300,9.75,32,,5.32,22,27.5,87,4.79,7.66,,#N/A,#N/A
2002,Robert Royal,2002Robert Royal,Louisiana State,TE,77,253,,,,4.97,14,31,114,4.27,7.37,,160,5
2002,Cliff Russell,2002Cliff Russell,Utah,WR,71.4,185,9,32.5,,4.43,,,,,,,87,3
2002,Jake Schifino,2002Jake Schifino,Akron,WR,72.6,200,9.25,32.5,,4.47,,,,,,,151,5
2002,Josh Scobey,2002Josh Scobey,Kansas State,RB,71.4,218,9.25,31.25,,4.44,21,40.5,122,3.93,6.96,10.93,185,6
2002,Greg Scott,2002Greg Scott,Hampton (VA),DE,75.6,268,11.75,33.25,,4.92,26,32.5,110,4.61,7.5,12.27,234,7
2002,Jason Scukanec,2002Jason Scukanec,Brigham Young,C,74.1,304,9.5,31,,5.38,30,29,98,4.59,7.87,,#N/A,#N/A
2002,Josh Shaw,2002Josh Shaw,Michigan State,DT,74.6,279,9.75,32.75,,5.08,22,37.5,130,4.12,7.01,11.65,172,5
2002,Rick Sherrod,2002Rick Sherrod,West Virginia,FS,73.8,192,9,32,,4.58,,37,115,4.11,7.09,11.2,#N/A,#N/A
2002,Kendall Simmons,2002Kendall Simmons,Auburn,OG,74.6,311,8.75,30.5,,5.34,24,28.5,98,4.71,7.84,,30,1
2002,Ryan Sims,2002Ryan Sims,North Carolina,DT,76.1,311,9.5,33,,5.09,27,,,,,,6,1
2002,Bobby Sippio,2002Bobby Sippio,Western Kentucky,CB,75,214,8.75,33,,4.73,12,37,120,4.2,6.78,,#N/A,#N/A
2002,Derek Smith,2002Derek Smith,Kentucky,TE,76,271,9,31.5,,4.92,16,28.5,109,4.38,7.46,12.1,#N/A,#N/A
2002,Raonall Smith,2002Raonall Smith,Washington State,OLB,74.1,244,9.75,31.5,,4.56,26,42,121,4.11,7.1,11.38,38,2
2002,Steve Smith,2002Steve Smith,Oregon,SS,72.6,193,9.25,31.5,,4.6,,30.5,107,4.22,7,,246,7
2002,Charles Stackhouse,2002Charles Stackhouse,Mississippi,FB,73.9,252,9.5,33.13,,4.98,20,29,109,4.53,7.63,12.16,#N/A,#N/A
2002,John Stamper,2002John Stamper,South Carolina,DE,76.1,265,10.5,32.13,,4.97,24,36.5,110,4.22,7.35,,193,6
2002,Connor Stephens,2002Connor Stephens,Mississippi State,DE,76.4,256,9.13,34.5,,4.93,20,36.5,119,4.55,7.5,,#N/A,#N/A
2002,Travis Stephens,2002Travis Stephens,Tennessee,RB,68.1,194,8.75,29.75,,4.59,15,32,121,,,,119,4
2002,Dominique Stevenson,2002Dominique Stevenson,Tennessee,OLB,72.3,231,8.75,31.5,,4.6,23,32.5,107,,,,260,7
2002,Lawrence Story,2002Lawrence Story,Jackson State (MS),WR,76.6,205,9,32.75,,4.67,,33.5,110,4.16,7.06,11.14,#N/A,#N/A
2002,Tim Stratton,2002Tim Stratton,Purdue,TE,76,251,9,30.5,,5,15,27,100,,,,#N/A,#N/A
2002,Jashon Sykes,2002Jashon Sykes,Colorado,OLB,74.9,236,8.75,33.25,,4.81,23,34.5,115,4.34,7.25,11.94,#N/A,#N/A
2002,Ed Ta'amu,2002Ed Ta'amu,Utah,OG,73.9,335,10.5,33.25,,5.26,28,29,,,,,#N/A,#N/A
2002,Ben Taylor,2002Ben Taylor,Virginia Tech,ILB,73.9,236,10.13,31.5,,4.79,19,35.5,116,4.09,6.56,11.12,111,4
2002,Chester Taylor,2002Chester Taylor,Toledo,RB,70.8,213,9.75,30.13,,4.64,22,33,111,,,,207,6
2002,Bryan Thomas,2002Bryan Thomas,Alabama-Birmingham,DE,76.4,266,9,33.5,,4.52,33,34.5,,,,,22,1
2002,Kevin Thomas,2002Kevin Thomas,Nevada Las Vegas,CB,71.3,180,9,31.13,,4.68,10,35,122,,,,176,6
2002,Lew Thomas,2002Lew Thomas,Vanderbilt,RB,69.5,210,9.25,31,,4.59,17,36,113,4.21,6.87,11.52,#N/A,#N/A
2002,Robert Thomas,2002Robert Thomas,UCLA,OLB,72,229,8.5,31,,4.53,21,34,114,4.1,7.21,11.7,31,1
2002,Lamont Thompson,2002Lamont Thompson,Washington State,FS,73.1,220,8.75,30.5,,4.56,12,33.5,116,,,,41,2
2002,Josh Thornhill,2002Josh Thornhill,Michigan State,ILB,74.3,243,9,33.25,,4.76,27,36.5,121,4.19,7.15,11.76,#N/A,#N/A
2002,David Thornton,2002David Thornton,North Carolina,OLB,73.9,236,9,33.5,,4.66,26,35.5,116,4.09,6.93,11.5,106,4
2002,Ryan Tolhurst,2002Ryan Tolhurst,Richmond (VA),WR,71.1,196,10,30.75,,4.46,,38,122,3.88,6.65,10.72,#N/A,#N/A
2002,Larry Tripplett,2002Larry Tripplett,Washington,DT,73.8,305,9.75,33,,4.95,,30,100,4.35,,,42,2
2002,Kurt Vollers,2002Kurt Vollers,Notre Dame,OT,79.1,321,9.75,34,,5.39,30,30.5,,,,,#N/A,#N/A
2002,Javon Walker,2002Javon Walker,Florida State,WR,74.8,210,9.75,32.5,,4.4,,39.5,124,4.05,6.86,11.18,20,1
2002,Langston Walker,2002Langston Walker,California,OT,80,344,,,,5.26,21,28.5,102,4.95,8.09,,53,2
2002,Lenny Walls,2002Lenny Walls,Boston College,CB,76.3,192,8,33.5,,4.7,7,37,115,,,,#N/A,#N/A
2002,Fred Weary,2002Fred Weary,Tennessee,C,76.4,308,9.13,31.5,,5.39,34,32,100,4.63,7.68,,66,3
2002,Anthony Weaver,2002Anthony Weaver,Notre Dame,DT,75.5,296,9.75,33.13,,4.96,24,32.5,108,4.31,7.37,,52,2
2002,Dante Wesley,2002Dante Wesley,Arkansas-Pine Bluff,CB,72.6,211,8.5,33.5,,4.47,15,35,114,4.22,7.25,11.5,100,4
2002,Brian Westbrook,2002Brian Westbrook,Villanova,RB,68.4,200,10.13,29.5,,4.59,26,37,118,,7.09,,91,3
2002,Greg White,2002Greg White,Minnesota,DE,75.1,268,9,31.5,,4.91,20,31.5,113,4.36,7.4,,#N/A,#N/A
2002,Brian Williams,2002Brian Williams,North Carolina State,CB,71.6,207,8.5,30.5,,4.58,19,39,122,4.2,7.21,11.62,105,4
2002,Chad Williams,2002Chad Williams,Southern Mississippi,SS,69.5,207,9.25,31,,4.5,20,36.5,120,,6.96,,209,6
2002,Leveron Williams,2002Leveron Williams,Indiana,RB,75.1,224,8.5,33.25,,4.66,16,,,,,,#N/A,#N/A
2002,Mike Williams,2002Mike Williams,Texas,OT,77.6,375,9.25,33.5,,5.3,29,30,100,,,,4,1
2002,Ricky Williams,2002Ricky Williams,Texas Tech,RB,67.3,190,9.13,28.5,,4.48,19,32.5,108,,,,#N/A,#N/A
2002,Roosevelt Williams,2002Roosevelt Williams,Tuskegee (AL),CB,71.4,204,7.5,30,,4.59,23,38,119,,,,72,3
2002,Roy Williams,2002Roy Williams,Oklahoma,SS,72.4,219,10.5,32.5,,4.53,13,30.5,111,,,,8,1
2002,Tank Williams,2002Tank Williams,Stanford,FS,74.4,222,8.25,32.5,,4.41,19,38.5,119,3.93,6.78,11.22,45,2
2002,Coy Wire,2002Coy Wire,Stanford,SS,71.8,209,9.75,30.25,,4.56,28,38.5,118,3.87,6.62,10.56,97,3
2002,Tracey Wistrom,2002Tracey Wistrom,Nebraska,TE,76.1,245,10.13,32.25,,4.95,17,33.5,113,4.1,7.09,11.71,250,7
2002,Will Witherspoon,2002Will Witherspoon,Georgia,OLB,73.5,231,9,32,,4.63,25,38,120,4.21,7.09,11.56,73,3
2002,Chris Young,2002Chris Young,Georgia Tech,SS,71.9,210,8.75,31,,4.6,23,36.5,120,,,,228,7
2002,Greg Zolman,2002Greg Zolman,Vanderbilt,QB,73.8,220,8,31,23,4.9,,34,110,4.14,7.06,,#N/A,#N/A
2001,Keith Adams,2001Keith Adams,Clemson,OLB,70.6,219,8.5,31.13,,4.81,24,,104,,,,232,7
2001,Dan Alexander,2001Dan Alexander,Nebraska,FB,71.9,257,9.5,31,,4.48,15,34,115,4.16,7.34,11.09,192,6
2001,Brian Allen,2001Brian Allen,Florida State,OLB,72.1,238,9,31.5,,4.65,25,,,,,,83,3
2001,David Allen,2001David Allen,Kansas State,RB,68.8,194,8.25,31.5,,4.65,15,31,111,,,,#N/A,#N/A
2001,Will Allen,2001Will Allen,Syracuse,CB,70.5,192,7.5,30,,4.44,14,39.5,121,3.9,6.78,10.96,22,1
2001,Scotty Anderson,2001Scotty Anderson,Grambling State (LA),WR,74.1,184,7.5,31.5,,4.57,,34.5,115,,,,148,5
2001,Adam Archuleta,2001Adam Archuleta,Arizona State,SS,71.9,211,7.75,30.5,,4.46,31,,,,,,20,1
2001,Tom Ashworth,2001Tom Ashworth,Colorado,OG,77.8,293,10,35,,5.11,20,33.5,109,4.3,7.4,,#N/A,#N/A
2001,Billy Baber,2001Billy Baber,Virginia,TE,75.6,255,9.5,32.5,,4.77,22,33,106,4.19,7.12,11.68,#N/A,#N/A
2001,Jeff Backus,2001Jeff Backus,Michigan,OT,77.5,310,9.5,32.5,,5.29,25,27,99,4.67,8.27,,18,1
2001,Alex Bannister,2001Alex Bannister,Eastern Kentucky,WR,76.6,201,8.5,32,,4.5,,30.5,110,,,,140,5
2001,Kevan Barlow,2001Kevan Barlow,Pittsburgh,RB,73.1,235,9,32,,4.56,,32,,,,,80,3
2001,Idrees Bashir,2001Idrees Bashir,Memphis,FS,74.3,206,9.5,31.5,,4.55,22,40,126,4.2,7.14,,37,2
2001,Gary Baxter,2001Gary Baxter,Baylor,CB,73.6,204,8,31,,4.52,,37.5,122,4.21,7.39,11.71,62,2
2001,Jonathan Beasley,2001Jonathan Beasley,Kansas State,QB,73,227,,,20,4.85,,29.5,102,4.38,7.55,,#N/A,#N/A
2001,Monty Beisel,2001Monty Beisel,Kansas State,DE,75.8,270,9.5,32,,4.82,26,34.5,110,4.28,7.32,,107,4
2001,Kendrell Bell,2001Kendrell Bell,Georgia,ILB,73.3,234,10.5,32,,4.62,24,38.5,124,4.5,7.25,11.61,39,2
2001,Marcus Bell,2001Marcus Bell,Memphis,DT,73.5,319,10,32.5,,5.28,17,,98,4.71,8.07,,123,4
2001,Michael Bennett,2001Michael Bennett,Wisconsin,RB,69.3,207,8.5,31,,4.44,13,39.5,130,,,,27,1
2001,Eddie Berlin,2001Eddie Berlin,Northern Iowa,WR,71.4,191,8.5,30.5,,4.44,,39.5,122,4.06,6.78,11.35,159,5
2001,Cory Bird,2001Cory Bird,Virginia Tech,SS,70.3,217,10,30.25,,4.6,22,,,,,,91,3
2001,Darvell Bivens,2001Darvell Bivens,Northwestern State (LA),FB,70.1,255,8.5,30,,5.03,32,33.5,108,4.38,7.81,12.43,#N/A,#N/A
2001,Randy Black,2001Randy Black,Nevada Las Vegas,SS,71.9,205,8.75,29.5,,4.71,,35.5,115,4.2,7.14,11.56,#N/A,#N/A
2001,Harold Blackmon,2001Harold Blackmon,Northwestern,CB,71.4,210,8,31,,4.47,17,37,121,4.28,7.03,11.6,210,7
2001,Derrick Blaylock,2001Derrick Blaylock,Stephen F. Austin (TX),RB,69.9,194,8,29.5,,4.39,18,35.5,119,4.09,7.05,11.43,150,5
2001,Josh Booty,2001Josh Booty,Louisiana State,QB,74.5,221,9.5,32,27,4.95,,29.5,105,4.48,7.54,,172,6
2001,Jarvis Borum,2001Jarvis Borum,North Carolina State,OG,79.1,332,10,35,,5.04,25,30.5,107,4.83,8.08,,#N/A,#N/A
2001,James Boyd,2001James Boyd,Penn State,SS,71,207,,,,4.59,,32.5,117,4.24,7.29,,94,3
2001,Roylin Bradley,2001Roylin Bradley,Texas A&M,OLB,73.1,243,9,32,,4.67,19,34,116,4.28,7.16,11.75,#N/A,#N/A
2001,Drew Brees,2001Drew Brees,Purdue,QB,72.3,213,10.25,31,28,4.85,,32,105,4.21,7.09,,32,2
2001,Sean Brewer,2001Sean Brewer,San Jose State,TE,75.8,255,9.5,31,,4.75,14,36,117,4.18,7.37,12.15,66,3
2001,Chris Brown,2001Chris Brown,Georgia Tech,OT,77.1,329,9.5,34.5,,5.33,30,36,,,,,#N/A,#N/A
2001,Kenny Bryant,2001Kenny Bryant,Jackson State (MS),CB,70.6,190,8.75,31,,4.63,10,37.5,117,4.15,7.5,11.71,#N/A,#N/A
2001,Correll Buckhalter,2001Correll Buckhalter,Nebraska,RB,73,226,,,,4.53,11,40,,4.06,7.08,,121,4
2001,Derrick Burgess,2001Derrick Burgess,Mississippi,DE,74.4,264,9,33.5,,4.9,24,40,125,,7.85,,63,3
2001,Jerametrius Butler,2001Jerametrius Butler,Kansas State,CB,70,173,,,,4.57,11,36,121,4.4,7.22,,145,5
2001,John Capel,2001John Capel,Florida,WR,70.6,177,8.5,29.5,,4.41,,36.5,126,,,,208,7
2001,Elliott Carson,2001Elliott Carson,Vanderbilt,TE,76.5,246,9.5,32.25,,4.96,16,36,115,4.21,7.52,11.85,#N/A,#N/A
2001,Robert Carswell,2001Robert Carswell,Clemson,FS,71.9,214,9.5,30,,4.59,21,34,106,4.18,7.14,11.82,244,7
2001,Andre Carter,2001Andre Carter,California,DE,76.4,249,9.5,35.5,,4.84,20,38.5,132,4.24,,,7,1
2001,Jonathan Carter,2001Jonathan Carter,Troy (AL),WR,71.6,180,8,33,,4.4,,42.5,134,4.25,7.28,11.77,162,5
2001,Quincy Carter,2001Quincy Carter,Georgia,QB,74.1,225,9,32.5,30,4.61,,35.5,113,4.12,7.12,,53,2
2001,Quinton Caver,2001Quinton Caver,Arkansas,ILB,75.9,227,9,33,,4.66,23,37.5,118,4.25,7.66,11.87,55,2
2001,Chris Chambers,2001Chris Chambers,Wisconsin,WR,71.6,210,9,34,,4.33,,45,134,4,,,52,2
2001,Derrick Chambers,2001Derrick Chambers,Florida,DT,75.6,299,9.75,35,,4.98,32,,,,,,#N/A,#N/A
2001,Patrick Chukwurah,2001Patrick Chukwurah,Wyoming,OLB,73.6,238,8.5,31.5,,4.75,24,40,119,4.21,7.34,11.78,157,5
2001,Tay Cody,2001Tay Cody,Florida State,CB,69.1,181,7.5,30.5,,4.55,11,,,,,,67,3
2001,Justin Coleman,2001Justin Coleman,Nebraska-Kearney,QB,76.4,238,9,31.5,31,5.19,20,29.5,101,4.62,7.78,11.21,#N/A,#N/A
2001,Derek Combs,2001Derek Combs,Ohio State,RB,72.1,193,9.5,31.5,,4.45,8,35,120,4.07,6.96,10.97,228,7
2001,Jameel Cook,2001Jameel Cook,Illinois,FB,69.9,226,8,28.5,,4.79,17,29.5,108,4.38,7.55,12.09,174,6
2001,Chris Cooper,2001Chris Cooper,Nebraska-Omaha,DE,77.3,272,10,33,,4.96,24,35.5,114,4.21,7.12,,184,6
2001,Jarrod Cooper,2001Jarrod Cooper,Kansas State,SS,72.5,222,9.5,31.5,,4.43,,41.5,130,3.9,6.87,10.71,143,5
2001,Rodney Crayton,2001Rodney Crayton,Auburn,CB,67.6,178,8,29,,4.58,13,35.5,118,4.4,7.25,11.43,#N/A,#N/A
